interwencja;p.stresu;plec;mniejszosc;studia;partner;zamieszkanie;praca;alkohol;wiek
0;19;0;0;1;1;0;1;1;43
0;11;1;0;1;0;0;1;0;59
0;30;1;0;0;1;0;1;0;67
0;10;0;0;1;1;0;1;0;45
0;12;0;0;1;1;1;1;1;31
0;12;0;0;1;1;2;1;1;33
0;21;0;0;1;0;0;1;0;74
1;12;1;0;0;1;0;1;1;62
0;10;0;0;1;1;0;1;0;33
1;27;0;0;1;0;1;1;1;60
0;11;0;0;1;1;0;1;1;62
0;11;0;0;0;1;0;1;0;33
0;20;0;0;0;1;0;1;1;53
0;32;1;0;1;1;0;1;1;57
0;13;0;0;1;1;0;1;0;30
0;22;1;0;1;1;1;0;1;56
0;17;0;0;0;1;0;1;0;53
0;16;0;0;1;0;0;1;0;59
0;12;1;0;1;1;1;1;1;50
0;8;1;0;0;1;1;1;1;61
0;10;1;0;1;0;2;1;0;62
1;12;1;0;0;1;1;1;1;66
0;14;1;0;0;0;2;1;1;71
0;10;0;0;0;0;2;1;0;78
0;9;1;0;1;1;0;1;1;77
0;11;0;0;1;1;0;1;0;66
0;18;0;0;0;0;1;1;0;69
0;9;1;0;1;1;0;1;1;44
0;18;0;0;0;0;0;1;1;30
0;15;0;0;1;1;0;1;1;40
0;11;0;0;1;0;1;1;1;71
0;14;0;0;1;1;0;1;0;56
0;10;1;0;1;1;0;1;1;41
0;10;1;0;1;1;2;1;1;35
1;10;0;0;0;0;0;1;1;36
0;19;0;0;1;1;1;1;0;31
0;15;0;0;0;1;0;1;1;62
0;10;0;1;0;0;2;1;1;44
0;11;0;0;1;1;0;1;1;55
0;10;1;0;1;1;2;1;0;35
0;23;1;0;1;1;0;1;1;48
0;12;0;0;1;1;1;1;1;40
1;12;0;0;1;0;1;1;0;75
0;13;0;0;1;1;1;1;1;45
0;11;1;0;1;1;2;1;0;60
0;17;0;0;0;0;2;1;0;76
0;15;0;0;1;1;0;0;0;35
0;15;1;0;1;1;0;1;0;65
1;14;1;0;0;1;0;1;0;74
0;11;1;0;1;1;0;1;1;34
0;13;0;0;1;1;0;1;0;40
0;11;1;0;1;1;2;1;1;75
0;13;0;0;1;0;0;1;1;52
0;13;1;0;1;1;0;1;1;53
0;27;0;0;1;0;0;1;0;46
1;40;1;0;0;0;0;1;1;70
0;15;1;0;1;0;0;1;0;45
0;8;1;0;1;1;1;1;1;62
0;10;1;0;1;1;0;1;0;77
0;12;0;0;1;0;1;1;1;67
0;19;0;0;1;1;0;1;1;49
0;15;1;0;1;1;0;1;1;59
0;10;0;0;1;1;1;1;0;36
0;10;0;0;0;1;2;1;1;46
0;23;0;1;1;0;2;1;1;35
0;11;1;0;0;1;1;1;1;72
0;18;1;0;1;0;0;1;1;56
0;27;0;0;1;0;0;0;0;54
0;9;1;0;0;0;1;1;1;42
0;10;1;0;1;1;0;1;1;69
0;10;0;0;1;1;0;1;1;64
0;16;0;0;1;1;0;1;0;52
0;10;1;0;0;1;2;1;0;31
0;13;0;0;0;1;0;1;1;36
1;11;0;0;0;1;0;1;0;52
1;17;0;0;1;0;0;1;0;32
1;11;1;0;0;1;1;1;1;60
0;10;0;1;0;1;2;1;0;60
0;12;0;0;1;0;0;1;0;36
1;11;1;0;1;0;2;1;1;51
0;13;0;0;1;1;0;1;1;67
0;12;1;0;1;1;0;1;0;75
0;13;0;0;0;1;2;1;0;74
0;12;0;0;1;1;0;1;1;33
1;14;0;0;1;1;0;1;1;53
0;14;0;0;1;1;0;1;0;58
0;14;1;0;0;1;1;1;1;65
0;12;0;0;1;1;1;1;0;48
0;11;0;0;0;1;2;1;0;52
1;31;1;0;0;0;0;1;0;43
1;14;0;0;0;1;1;1;1;56
0;15;0;0;0;0;0;1;0;66
0;11;0;0;1;0;1;1;1;39
1;11;0;0;0;1;2;1;0;48
0;10;0;0;1;1;0;1;1;53
0;23;1;0;1;1;0;1;1;42
0;10;1;0;1;1;0;1;1;74
0;16;1;0;1;1;0;0;0;47
0;10;1;0;1;1;0;0;0;46
0;11;0;0;0;1;1;1;0;72
0;18;0;0;0;1;0;1;0;31
0;13;1;0;1;1;0;1;1;39
0;11;1;0;1;1;0;1;1;59
0;18;1;0;1;1;0;1;0;30
0;10;1;0;0;1;0;1;0;59
0;14;1;0;0;1;1;1;0;63
0;10;0;0;1;1;0;0;1;49
0;24;1;0;1;1;1;1;1;55
0;8;1;0;0;1;0;0;0;43
1;24;0;0;0;1;2;1;0;63
0;10;0;0;0;1;0;1;1;64
1;36;0;0;1;0;0;1;1;46
1;10;0;0;0;1;2;1;1;52
0;15;0;0;1;1;0;1;0;45
0;10;1;0;1;1;1;1;0;55
0;18;1;0;0;1;0;1;1;52
0;24;0;0;1;1;0;0;0;30
0;23;0;0;1;1;1;1;1;61
0;30;1;0;0;1;0;1;1;60
1;18;0;0;1;1;0;1;0;53
0;20;1;0;1;0;0;1;1;35
0;12;1;0;1;1;0;1;1;42
0;21;0;0;1;1;1;1;1;41
0;10;0;0;0;1;0;1;1;66
0;20;0;0;1;1;1;1;1;31
0;12;1;0;1;0;0;1;1;40
1;18;1;0;0;1;0;1;1;70
0;26;0;0;0;1;0;1;0;65
0;14;1;1;0;1;0;1;1;70
0;12;0;0;0;1;0;1;0;65
0;13;1;0;0;1;0;1;1;77
0;15;1;0;0;0;0;1;1;74
0;37;0;0;0;1;0;1;0;44
0;18;0;0;1;0;0;1;1;30
0;15;1;0;1;1;0;1;1;45
0;15;0;0;1;1;0;1;1;63
0;16;1;0;1;0;0;1;1;63
0;14;0;0;0;1;2;1;1;45
0;12;0;0;0;0;0;1;0;79
0;14;0;0;1;0;0;1;0;70
0;14;1;0;1;1;0;1;0;69
0;10;1;0;1;0;0;1;0;76
1;19;0;0;1;0;0;1;0;60
0;10;1;0;1;1;0;1;1;34
0;17;1;0;0;1;2;1;0;46
0;18;1;0;1;0;1;1;1;33
0;10;1;0;0;0;0;1;1;72
0;11;1;0;0;1;0;0;0;30
0;10;0;0;1;1;0;1;0;50
0;8;1;0;0;1;1;1;1;56
0;11;0;0;1;1;0;0;0;37
0;14;0;0;0;0;1;1;0;53
0;21;0;0;0;1;1;1;0;69
0;24;0;0;1;1;1;1;0;43
0;14;0;0;1;0;0;1;0;58
0;19;0;0;0;1;0;1;1;74
0;15;1;0;0;1;0;1;1;54
0;12;1;0;0;1;2;1;1;63
0;19;0;0;1;1;2;1;1;49
0;17;0;0;0;0;0;1;0;75
0;12;0;0;1;1;0;1;1;59
0;11;1;0;1;1;0;1;0;73
0;10;1;0;1;0;0;1;1;33
0;11;1;0;0;1;1;1;1;77
0;10;0;0;1;0;0;1;1;63
1;34;0;0;0;0;2;1;1;42
0;11;0;0;1;0;0;1;1;51
0;19;1;0;1;1;0;1;1;63
0;12;0;0;1;0;2;1;0;32
1;12;1;0;1;0;2;1;1;53
0;10;0;0;1;1;0;1;0;66
0;14;1;0;0;1;2;1;0;31
0;18;0;0;1;0;0;1;1;44
0;10;1;0;1;1;1;1;0;41
0;25;1;0;1;1;0;1;1;37
0;8;0;0;0;1;1;1;1;56
1;17;0;0;0;0;0;1;1;44
0;15;1;0;1;1;0;1;1;56
0;10;0;0;0;0;2;1;1;60
0;20;1;0;1;1;2;1;1;42
1;17;0;0;0;1;1;1;1;52
0;12;1;0;1;1;0;1;1;32
0;13;0;0;1;0;0;1;1;71
1;14;1;0;0;1;0;1;0;68
0;13;1;0;1;1;1;1;0;50
0;18;0;0;0;0;0;1;1;65
0;13;0;0;1;1;1;1;0;31
0;15;0;0;0;1;0;1;1;47
0;21;1;0;0;1;0;1;1;66
0;11;1;0;0;1;0;1;1;40
0;23;0;0;1;0;0;1;1;67
0;12;0;0;0;0;1;1;1;69
0;14;0;0;0;1;0;1;0;46
1;12;1;0;1;1;0;1;1;44
0;10;1;0;1;1;0;1;1;50
0;10;1;0;0;0;0;0;0;59
0;10;0;0;0;1;2;1;1;73
0;12;1;0;1;1;0;0;0;36
0;10;0;0;1;1;2;1;0;34
0;13;0;0;1;1;0;1;1;46
0;24;1;0;0;1;0;1;0;72
0;19;0;0;0;0;0;1;1;51
0;8;1;0;0;0;1;0;1;51
0;15;0;0;1;1;2;1;1;71
0;13;0;0;1;1;0;1;1;61
1;13;1;0;0;0;0;1;1;52
0;11;1;0;0;1;0;1;1;63
0;11;1;0;1;1;0;1;0;56
0;11;0;0;0;1;1;1;0;60
0;21;1;0;1;1;0;1;0;46
0;19;1;0;1;1;0;1;1;51
0;10;1;0;1;1;0;1;1;58
0;15;0;0;0;0;0;1;1;49
1;26;1;0;0;0;0;1;1;49
0;12;0;0;1;1;1;1;0;36
0;10;1;0;1;1;0;0;1;49
0;13;0;0;1;0;0;1;1;70
0;22;1;0;1;0;1;1;1;49
0;11;0;0;1;0;0;1;0;65
0;11;0;0;1;1;2;1;1;34
1;29;1;0;0;0;2;1;1;55
0;15;1;0;1;1;0;1;1;47
0;13;0;0;1;1;1;1;0;48
0;21;1;0;1;0;0;1;0;56
0;13;0;0;1;0;0;1;1;50
0;11;1;0;1;0;2;1;1;34
0;14;0;0;0;0;1;1;1;72
0;11;0;0;1;1;0;1;1;33
1;12;1;0;0;1;0;1;0;67
1;26;0;0;1;0;0;1;0;52
0;26;0;0;1;1;0;1;1;45
0;12;0;0;1;1;0;1;0;65
0;22;1;0;1;1;2;1;0;36
0;10;0;0;1;1;0;1;0;30
0;13;1;0;0;1;0;1;1;35
1;11;0;0;1;0;0;1;0;69
0;11;1;0;1;1;2;1;1;77
0;17;0;0;0;0;0;1;1;42
0;14;1;0;0;1;0;1;1;68
0;10;1;0;0;1;0;1;1;51
0;10;0;0;1;0;1;1;1;52
0;9;1;0;1;0;0;1;1;47
0;15;1;0;1;1;2;1;0;47
1;12;1;0;0;1;0;1;1;65
0;18;1;0;0;1;0;1;0;61
0;11;0;0;1;0;1;1;1;37
0;19;0;0;0;1;0;1;1;34
0;11;1;0;0;1;1;1;1;52
0;18;1;0;1;0;1;1;1;49
0;18;1;0;1;1;0;1;0;59
0;11;1;0;1;1;0;1;1;38
0;15;0;0;0;0;0;1;0;78
0;10;1;0;1;1;0;1;0;40
1;10;1;0;0;1;0;1;0;35
0;14;0;0;1;1;2;1;1;39
0;12;1;0;1;0;1;1;1;67
1;43;1;0;0;1;0;1;0;37
0;19;1;0;1;1;0;1;0;35
1;19;1;0;0;0;2;1;1;49
1;10;0;0;0;1;0;1;1;36
0;12;0;0;1;1;2;1;1;61
0;21;0;0;1;0;0;0;0;52
0;13;1;0;1;1;0;1;1;41
0;10;1;0;1;1;1;1;0;43
0;13;1;0;0;1;0;1;1;63
0;14;1;0;1;1;0;1;0;31
0;11;1;0;0;0;0;1;1;67
0;16;1;0;0;1;0;1;1;50
0;17;1;0;1;1;0;1;1;41
0;14;1;0;1;1;0;1;0;59
0;12;1;0;1;1;0;1;0;38
1;14;1;0;0;1;1;1;1;70
0;10;0;0;1;1;0;1;0;69
0;14;1;0;1;1;0;1;1;33
0;11;0;0;0;1;0;1;1;58
0;18;0;0;1;1;0;1;0;37
0;10;1;0;0;1;0;1;0;75
1;25;0;0;0;0;0;1;1;33
0;13;0;0;0;1;1;1;1;71
0;11;1;0;0;1;0;1;0;42
0;10;1;0;0;1;0;1;1;63
0;10;1;0;1;1;0;1;1;74
0;31;1;0;1;0;0;1;1;46
0;10;1;0;0;1;1;1;1;75
0;29;0;0;1;1;0;1;0;43
0;10;1;0;0;0;1;1;1;57
0;17;0;0;1;1;0;1;0;39
0;10;1;0;1;0;0;1;0;69
0;12;0;0;1;0;0;1;1;40
0;17;0;0;1;0;1;1;0;43
0;11;1;0;1;1;2;1;1;61
0;10;1;0;0;0;2;1;0;68
1;11;1;0;1;0;0;1;1;44
0;19;0;0;1;0;0;0;1;38
0;10;1;0;1;0;0;1;0;65
0;17;1;0;1;1;1;1;1;56
0;15;1;0;0;1;0;1;0;73
0;11;1;0;1;1;0;1;0;66
0;13;0;0;1;1;0;1;0;55
0;30;1;0;0;1;0;1;0;37
0;14;0;0;1;1;2;1;0;76
0;23;0;0;1;1;0;1;1;61
0;17;0;0;1;0;0;1;0;37
0;9;0;0;1;0;1;1;0;40
0;17;0;1;0;0;1;1;0;50
0;10;1;0;0;1;0;1;0;30
0;11;0;0;1;0;2;1;0;57
0;10;0;0;1;1;1;1;0;36
0;10;0;0;0;1;2;1;0;72
0;8;1;0;1;1;0;1;1;57
0;12;0;0;1;1;0;1;0;42
1;11;0;0;0;1;0;1;0;63
0;8;1;0;0;0;0;1;0;60
0;11;1;0;0;1;0;1;1;69
0;24;1;0;0;0;0;1;0;66
0;12;0;0;0;1;0;1;0;77
1;12;1;0;0;0;0;1;0;69
0;14;0;0;0;0;1;1;1;49
0;30;0;0;1;0;0;1;0;31
0;15;0;0;1;0;0;1;1;46
1;11;0;0;0;1;1;1;1;36
0;14;0;0;1;1;0;1;1;39
0;21;1;0;1;0;0;1;1;44
0;12;1;0;1;1;0;0;0;55
0;14;0;0;1;0;1;1;0;40
0;10;1;0;0;1;0;1;1;68
0;10;1;0;1;1;0;1;0;53
1;25;0;0;0;1;1;1;0;51
0;10;1;0;0;1;1;1;1;31
0;10;0;0;0;0;1;1;0;73
0;15;1;0;0;1;0;1;1;56
0;10;0;0;0;0;0;1;0;69
0;30;0;0;1;1;1;1;0;36
0;12;0;0;1;1;1;1;1;63
0;21;0;0;0;0;0;1;0;61
0;12;1;0;0;1;0;1;0;67
0;20;1;0;1;1;0;1;0;43
0;15;1;0;1;1;0;0;0;66
0;10;1;0;0;0;2;1;1;69
0;11;1;0;1;1;0;1;0;38
0;12;1;0;1;1;0;0;0;45
0;23;1;0;1;0;0;1;0;44
0;24;1;0;1;1;0;1;1;44
1;16;1;0;1;0;0;1;1;71
0;12;0;0;1;0;0;1;1;30
0;11;1;0;1;1;0;1;1;48
0;15;0;0;1;0;0;1;0;38
0;14;1;0;1;1;0;1;1;60
0;15;1;0;1;1;0;1;1;38
0;14;1;0;1;1;1;1;0;76
0;9;1;0;1;0;2;1;1;64
0;15;1;0;1;0;1;1;1;30
0;12;0;0;1;0;0;0;0;39
0;14;0;0;1;1;0;1;1;49
0;11;1;0;1;1;0;1;0;35
0;10;0;0;0;1;0;1;1;60
0;10;1;0;1;0;0;1;1;56
0;12;0;0;1;1;0;1;1;41
0;12;0;0;0;1;1;1;1;66
0;29;0;0;0;1;2;1;0;34
0;13;1;0;1;1;0;1;1;58
0;21;1;1;1;0;0;1;1;30
0;13;1;0;1;0;0;0;1;32
1;20;0;0;1;1;1;1;1;43
0;28;1;0;1;1;0;1;1;34
0;13;0;0;1;1;2;1;0;62
0;25;0;0;1;1;0;1;0;63
0;11;1;0;0;1;0;1;0;68
0;11;1;0;0;1;1;1;0;46
0;11;1;0;0;0;0;1;1;48
0;12;0;0;1;1;1;1;0;58
0;19;1;0;1;1;0;0;1;37
0;12;1;0;1;1;0;1;1;45
0;12;0;0;1;1;0;1;0;56
0;13;0;0;1;1;0;1;0;54
0;11;1;0;1;1;0;0;0;42
0;10;1;0;0;1;0;1;0;72
1;18;1;0;1;1;0;1;1;34
0;16;1;0;0;1;0;1;0;58
0;10;1;0;0;0;0;1;0;67
0;26;0;0;0;1;2;1;1;55
0;11;0;0;1;1;1;1;0;70
0;12;0;0;1;0;0;1;0;76
0;10;1;0;1;1;0;1;0;53
1;15;0;1;0;0;1;1;0;37
0;14;0;0;0;0;0;1;1;68
0;10;1;0;1;1;0;1;0;64
0;11;1;0;1;1;0;1;0;55
0;10;1;0;0;1;2;1;1;71
0;14;1;0;1;1;2;1;1;42
1;33;0;0;0;0;2;1;0;57
0;10;1;0;0;0;1;0;1;73
0;19;0;1;0;0;0;1;0;33
0;10;1;0;1;1;0;1;1;35
0;10;1;0;1;0;2;1;1;60
1;20;1;0;1;0;0;1;1;33
1;16;1;0;1;0;0;1;0;35
0;11;0;0;1;1;0;1;0;33
0;11;0;0;1;0;1;1;1;68
0;12;0;0;1;1;0;1;1;37
0;11;1;0;1;1;2;1;1;33
0;12;1;0;1;1;0;1;1;60
0;13;0;0;1;1;2;1;1;57
0;32;1;0;1;1;1;1;1;52
0;17;1;0;1;1;0;1;0;37
0;14;1;1;0;0;1;1;0;59
0;18;1;0;1;1;0;1;1;53
0;10;1;0;0;1;0;1;0;73
0;15;0;0;1;1;0;0;0;32
0;12;1;0;0;1;0;1;0;54
0;18;0;0;1;0;0;1;0;60
1;14;1;0;1;0;0;1;1;47
0;16;0;0;1;1;0;1;0;49
0;22;0;0;0;0;0;1;0;65
0;19;0;0;1;1;1;1;1;61
0;10;0;0;0;1;0;1;1;63
0;16;0;0;1;1;1;1;0;43
0;9;1;0;0;0;1;1;0;30
0;10;0;0;1;1;0;1;1;41
1;14;1;1;0;0;1;1;1;43
0;14;0;0;1;1;0;1;0;60
0;17;0;0;1;1;1;1;1;32
1;14;1;0;1;1;0;1;1;57
1;10;1;0;1;1;1;1;1;35
0;10;0;0;1;0;0;1;1;46
0;14;0;0;0;1;1;1;0;73
0;16;0;0;1;1;1;1;0;71
0;15;0;0;1;1;0;1;0;31
0;22;1;0;0;1;0;1;1;57
0;15;0;0;1;1;0;1;0;45
0;15;0;0;1;1;2;1;1;33
0;10;0;0;1;1;1;1;1;31
1;14;1;0;1;1;0;1;1;59
0;12;0;0;0;1;0;1;0;61
0;12;0;0;1;1;1;1;1;33
0;15;1;0;0;1;0;1;1;63
0;18;1;0;1;1;0;1;0;38
0;30;0;0;0;1;0;1;0;48
0;10;1;0;1;1;0;1;0;60
0;11;1;0;0;0;0;1;1;48
0;22;1;0;1;1;0;1;1;36
0;12;0;0;1;1;0;1;1;64
0;17;1;0;0;1;0;1;1;67
0;10;1;0;0;1;0;1;1;39
1;34;0;0;0;0;1;1;0;47
0;9;1;0;0;0;1;1;0;38
0;16;0;0;0;1;1;1;1;69
0;9;0;0;0;0;2;1;0;66
0;11;0;0;1;0;0;1;0;51
0;10;1;0;1;1;0;1;1;60
0;12;1;0;1;1;1;1;1;52
0;12;1;0;1;0;1;1;1;30
0;18;0;0;1;0;0;1;0;73
0;21;0;0;1;1;0;1;0;56
0;16;1;0;1;0;0;1;1;46
0;10;1;0;1;1;1;1;1;40
0;12;1;0;0;0;0;1;0;71
0;11;1;0;0;0;2;1;1;68
1;19;1;0;0;1;2;1;0;59
0;21;0;0;0;0;0;1;1;59
0;12;1;0;1;0;0;1;0;63
0;14;1;0;0;0;1;1;1;48
0;14;0;0;1;1;0;1;1;40
1;10;1;0;1;1;0;0;0;43
1;10;1;0;0;0;1;1;1;54
1;10;1;0;1;1;0;0;1;32
0;30;0;0;0;1;0;0;0;62
0;13;1;0;0;1;2;1;1;70
0;13;1;0;1;0;2;1;1;74
0;21;1;0;1;0;0;1;1;31
0;16;1;0;1;0;0;1;0;69
0;14;0;0;0;1;0;1;0;47
1;10;1;0;0;0;2;1;0;62
0;10;1;0;1;1;1;1;0;64
0;11;0;0;1;1;0;1;0;66
0;10;1;0;1;1;0;1;1;40
0;13;1;0;1;1;0;0;0;45
0;17;1;0;1;1;1;1;1;36
1;12;0;0;1;0;2;1;1;31
0;10;0;0;1;1;0;1;1;65
1;15;0;0;1;1;2;1;1;59
0;12;1;0;0;1;2;1;1;69
0;10;0;0;1;1;0;1;1;48
0;12;0;0;1;1;1;1;1;43
0;18;0;0;1;1;0;1;0;69
0;11;1;0;1;1;0;1;1;42
0;11;1;0;0;1;1;1;0;62
0;10;1;0;1;1;0;1;1;72
0;18;1;0;0;1;0;1;0;57
0;15;0;0;0;1;1;1;1;67
0;11;1;0;1;1;0;1;0;41
0;12;1;0;1;0;1;1;0;66
0;13;0;0;1;1;1;1;0;31
0;14;1;0;0;1;0;1;0;48
0;19;1;0;0;1;0;1;1;52
0;10;1;0;0;1;1;1;1;72
0;8;1;0;1;0;0;1;0;68
0;24;0;0;1;1;1;1;0;50
0;14;0;0;1;1;0;1;1;64
0;12;0;0;1;1;0;0;0;45
0;13;0;0;1;0;0;1;1;34
0;11;0;0;1;1;0;0;0;39
0;8;1;0;1;0;0;1;1;30
0;42;0;0;1;0;0;1;0;40
0;11;1;0;1;1;0;1;1;33
1;23;0;0;0;0;1;1;0;32
0;10;0;0;0;1;2;1;1;48
0;14;0;0;0;1;0;1;1;71
0;13;0;0;1;1;0;1;0;61
0;9;0;0;0;0;0;1;1;67
0;22;1;0;1;1;0;0;0;34
0;22;0;0;1;1;0;0;1;57
0;13;0;0;1;1;0;1;1;31
0;12;0;0;0;0;2;1;1;72
0;13;1;0;1;0;1;1;1;39
0;21;0;0;1;1;0;1;1;55
1;20;0;0;0;1;0;1;1;62
0;13;1;0;0;0;0;1;1;70
0;30;0;0;0;1;0;1;0;38
0;16;0;0;1;1;0;1;1;36
0;10;1;0;1;1;0;0;0;48
1;29;0;0;1;0;0;1;1;34
0;17;0;0;0;1;0;1;0;59
0;13;1;0;0;1;2;1;1;70
0;12;0;0;0;1;0;1;0;61
0;13;1;0;1;1;0;1;1;44
0;8;1;0;0;1;2;1;1;33
0;13;0;0;0;1;0;1;1;50
1;14;0;0;1;1;0;1;0;52
0;18;0;0;1;1;0;1;0;31
0;16;1;0;1;0;1;1;0;58
0;13;0;1;0;1;1;1;0;48
0;11;0;0;1;1;0;1;1;52
0;10;0;0;1;1;1;1;0;75
1;10;1;0;0;1;0;1;1;51
1;14;1;0;1;1;0;1;1;30
0;12;0;0;0;1;0;1;1;68
0;13;1;0;0;0;0;1;0;76
1;11;0;0;1;1;0;1;0;59
0;16;0;0;0;1;0;1;0;73
0;10;0;0;0;1;0;1;1;60
1;16;1;0;0;0;1;1;1;58
0;17;0;0;0;0;1;1;1;69
0;12;0;0;1;1;2;0;0;32
0;13;0;0;0;0;0;1;0;63
0;12;0;0;0;1;2;1;0;75
1;11;0;0;0;1;1;1;1;46
0;15;0;0;0;0;2;1;1;76
0;11;0;0;1;0;0;0;0;57
0;11;0;0;1;1;0;1;0;72
0;18;1;0;0;1;1;0;1;30
0;16;1;0;1;1;2;1;0;38
0;19;1;0;0;0;1;1;1;65
0;12;1;0;0;1;0;1;1;55
1;15;1;0;1;0;0;1;1;34
0;27;1;0;0;1;2;1;0;31
0;12;1;0;0;0;1;1;0;57
0;12;0;0;1;0;0;1;1;51
0;13;1;0;1;1;0;1;1;37
0;11;1;0;1;1;1;1;1;39
0;21;0;0;1;1;1;1;1;50
0;10;0;0;1;0;0;1;0;52
0;15;0;0;1;1;0;1;0;72
0;12;0;0;1;0;0;1;1;66
0;24;1;0;0;0;1;1;0;67
0;15;1;0;1;1;0;1;1;38
0;11;1;0;0;1;0;1;1;72
0;26;1;0;1;1;0;1;1;64
0;16;0;0;1;1;0;0;0;34
0;10;0;0;0;1;0;1;0;71
0;21;1;0;1;1;0;1;0;70
0;13;1;0;0;1;0;1;0;69
0;10;0;0;1;1;1;1;1;62
1;21;0;0;1;0;0;1;0;50
0;10;0;0;0;0;1;1;0;64
0;14;0;0;1;0;2;1;0;37
1;11;1;0;0;1;0;1;0;56
1;10;1;0;1;0;0;1;0;51
0;15;0;0;0;0;0;1;0;51
0;12;0;0;1;0;0;1;1;51
0;17;1;0;1;1;2;1;1;76
0;13;1;0;1;1;0;1;1;41
0;18;0;0;1;1;0;1;0;40
0;16;1;0;0;1;0;1;1;53
1;15;1;0;1;1;0;1;1;77
0;11;0;0;1;1;0;1;0;67
0;12;1;0;1;1;1;1;1;61
0;10;0;0;0;1;0;1;0;71
0;13;1;0;0;0;1;1;0;73
0;11;1;0;0;1;2;1;1;63
0;8;1;0;1;1;0;1;0;71
0;24;1;0;0;1;0;1;1;30
0;10;0;0;1;0;1;1;1;71
0;24;1;0;1;1;0;1;1;30
0;15;0;0;1;1;0;1;1;37
0;10;0;0;0;0;0;1;0;63
0;15;0;0;0;1;0;1;0;74
0;16;1;0;1;0;0;1;1;79
0;12;1;0;0;1;1;1;1;42
0;12;1;0;1;1;0;1;1;46
0;12;0;0;1;0;0;1;1;74
1;12;0;0;1;0;1;1;1;51
0;10;1;0;0;1;0;1;0;31
0;20;0;0;1;1;0;1;1;36
0;10;1;0;1;1;0;1;0;45
0;12;1;0;1;0;2;1;1;34
0;15;0;0;1;1;0;1;1;39
0;10;1;0;1;1;2;0;0;76
0;14;0;0;1;1;1;0;0;47
0;14;0;0;0;0;1;1;1;64
0;8;1;0;1;1;0;1;1;46
1;18;0;0;0;1;2;1;0;60
1;10;0;0;0;1;1;1;1;64
0;17;0;0;0;1;0;1;1;70
0;19;1;0;1;0;2;1;1;67
0;14;1;0;1;0;0;1;1;40
0;11;0;0;0;0;0;0;0;41
0;12;0;0;1;1;0;1;1;59
0;11;1;0;1;0;0;0;0;39
0;13;0;0;0;1;2;1;1;55
0;11;0;0;0;1;0;0;0;49
1;14;1;0;0;0;2;1;1;48
0;11;0;0;0;1;0;1;1;62
0;10;0;0;0;0;0;1;1;68
0;10;0;0;0;0;2;1;1;54
1;25;1;0;0;0;0;1;0;77
0;17;1;0;1;1;0;1;1;31
0;13;1;0;1;1;0;1;0;34
0;12;1;0;0;1;2;1;1;56
0;13;0;0;0;1;2;1;0;32
1;10;1;0;0;1;0;1;1;48
0;8;0;0;0;1;1;1;0;31
0;13;0;0;0;1;2;1;1;44
0;18;1;0;1;1;2;1;0;35
0;16;0;0;1;1;0;1;0;71
0;11;0;0;1;0;0;1;1;76
0;10;0;0;1;1;1;1;0;36
0;15;1;0;1;1;0;1;1;45
0;11;1;0;1;0;0;1;0;33
0;14;1;0;1;1;0;1;1;52
0;8;1;0;1;1;0;1;0;66
0;13;0;0;1;1;0;1;0;40
0;14;1;0;1;1;0;1;1;60
0;12;1;0;1;1;0;1;1;37
1;13;0;0;0;0;0;1;1;53
0;30;1;0;0;1;0;1;1;77
1;20;1;0;1;0;0;1;0;71
0;11;0;0;1;1;0;1;1;59
0;15;0;1;0;1;0;1;1;47
0;8;1;0;0;1;0;1;1;74
0;16;0;0;1;0;2;1;0;65
0;16;0;0;1;1;0;1;1;46
0;14;1;0;1;1;0;1;1;38
0;11;0;0;1;1;0;1;1;53
0;12;0;0;1;1;2;1;0;34
0;10;1;0;0;0;1;1;1;30
0;14;0;0;0;1;2;1;0;32
0;17;0;0;1;1;2;1;0;39
0;12;0;0;1;1;2;1;1;30
0;14;0;0;0;1;2;1;0;70
0;12;1;0;0;1;1;1;1;70
1;15;1;1;1;0;0;1;1;52
0;10;0;0;0;0;1;1;0;72
1;25;0;1;1;0;2;1;1;33
0;11;1;0;1;0;0;1;1;33
0;14;1;0;1;1;1;1;1;34
0;10;1;0;1;1;1;1;1;59
1;11;0;0;1;1;0;1;1;66
0;11;0;0;1;1;0;0;0;32
0;13;1;0;1;1;2;0;0;36
0;10;1;0;0;1;0;1;0;35
0;15;0;0;1;1;0;1;0;67
0;15;1;0;1;0;0;1;1;38
0;23;1;0;0;1;0;1;1;48
0;27;0;0;1;1;0;1;1;37
0;11;0;0;1;1;1;1;0;39
0;10;1;0;1;1;0;1;0;38
1;16;0;0;0;1;0;1;1;54
1;12;1;0;0;0;0;1;0;49
0;16;0;0;0;0;0;1;0;72
0;10;1;0;1;1;0;1;1;31
0;15;0;0;1;1;0;1;1;45
0;13;0;0;1;0;0;1;0;55
0;21;0;1;0;1;2;1;1;59
0;15;0;0;0;0;1;1;1;73
0;10;1;0;1;1;0;1;1;48
0;19;1;0;1;0;0;1;1;60
0;20;0;0;0;1;2;1;1;73
0;21;0;0;0;0;1;1;1;46
0;10;1;0;0;1;0;1;0;58
0;24;1;0;1;1;0;1;0;63
0;14;1;0;1;1;0;1;0;60
0;18;0;0;0;0;0;1;0;77
0;10;1;0;1;1;2;1;0;76
0;11;0;1;1;1;0;1;1;36
0;11;0;0;1;0;0;1;1;31
0;12;0;0;1;1;1;1;1;48
